epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
30,test,125000,72,9751.055555555557,3292,27468,0.00125,7500000,1000000,1298.5,0,1875000,24049.379834,143.05955399999948,873.7619858649948
31,train,250000,254,11914.425196850387,1344,32560,0.0025,7750000,1000000,1336.42,59.417125295701702,1937500,24721.773236999998,672.3919999999998,371.80692215255397
31,test,125000,84,10099.14285714286,1376,20096,0.00125,7750000,1000000,1336.4,0,1937500,24864.732803,142.89659799999936,874.7584039754436
32,train,250000,295,11861.383050847462,1096,33128,0.0025,8000000,1000000,1353.15,55.644162745213443,2000000,25536.936951,672.2027540000017,371.911597374978
32,test,125000,91,10985.450549450552,584,20684,0.00125,8000000,1000000,1369.25,0,2000000,25680.420856999997,143.4206779999986,871.5619096431913
33,train,250000,298,12684.93959731544,228,36292,0.0025,8250000,1000000,1432.49,59.6276057220607,2062500,26353.340726,672.9184410000016,371.51604825762143
33,test,125000,100,13545.239999999998,3128,27204,0.00125,8250000,1000000,1433.99,0,2062500,26496.542290999998,143.1389569999992,873.2772867696716
34,train,250000,278,12695.136690647496,1444,50936,0.0025,8500000,1000000,1485.46,63.60578315128631,2125000,27169.413668999998,672.8699639999977,371.5428141773926
34,test,125000,100,13038.96,1640,35472,0.00125,8500000,1000000,1502.3,0,2125000,27313.356462999996,143.8790599999993,868.7852144711023
35,train,250000,297,12097.185185185192,1904,34556,0.0025,8750000,1000000,1531.34,69.377077258235985,2187500,27987.193496999997,673.8356089999979,371.0103720564889
35,test,125000,64,12577.624999999998,2972,32360,0.00125,8750000,1000000,1539.81,0,2187500,28130.99512,143.73818500000198,869.6366939654781
36,train,250000,241,13748.0,692,35564,0.0025,9000000,1000000,1487.7,61.581393583656613,2250000,28804.269439,673.2729120000004,371.3204490246889
36,test,125000,78,14124.92307692308,3392,30440,0.00125,9000000,1000000,1509.13,0,2250000,28948.114595,143.78222900000037,869.3703030574083
37,train,250000,209,14736.363636363629,1232,45676,0.0025,9250000,1000000,1681.59,55.562853871464704,2312500,29621.248800999998,673.132795999998,371.39774125639354
37,test,125000,41,16103.804878048777,5368,34988,0.00125,9250000,1000000,1715.71,0,2312500,29765.020410999998,143.70885899999848,869.814156690238
38,train,250000,199,13954.49246231156,1320,36248,0.0025,9500000,1000000,1361.56,50.995003553948798,2375000,30435.895861999998,670.8740340000004,372.6481982160005
38,test,125000,30,9810.933333333332,2764,16116,0.00125,9500000,1000000,1343.36,0,2375000,30578.186394999997,142.22753699999885,878.8734069127627
39,train,250000,185,12889.275675675673,732,32756,0.0025,9750000,1000000,1572.04,45.669177957005594,2437500,31247.330863,669.1430440000004,373.6121928512491
39,test,125000,33,13614.787878787878,1424,27288,0.00125,9750000,1000000,1571.36,0,2437500,31389.781003,142.3866700000035,877.8911677616796
40,train,250000,187,12262.20320855615,592,32468,0.0025,10000000,1000000,1791.13,40.712905926072956,2500000,32059.445004999998,669.662551999998,373.3223535545717
40,test,125000,33,10825.212121212122,2036,27020,0.00125,10000000,1000000,1795.78,0,2500000,32202.209681999997,142.70155599999998,875.9540085183095
41,train,250000,226,12637.575221238934,1300,35436,0.0025,10250000,1000000,1637.14,39.820739209288774,2562500,32873.110291000005,670.8991400000014,372.63425319042665
41,test,125000,60,13562.266666666666,1432,32696,0.00125,10250000,1000000,1601.92,0,2562500,33016.021651,142.84846300000208,875.0531673553826
42,train,250000,275,11620.901818181816,864,36092,0.0025,10500000,1000000,1698.54,45.493797481723831,2625000,33686.484556,670.4614460000012,372.8775181503868
42,test,125000,51,8800.156862745096,1316,25532,0.00125,10500000,1000000,1724.47,0,2625000,33829.105736000005,142.55798100000538,876.8362116463707
43,train,250000,288,11763.166666666662,704,47480,0.0025,10750000,1000000,1697.2,49.829581703929264,2687500,34498.832741,669.7255229999937,373.2872518881177
43,test,125000,68,13525.058823529414,600,31664,0.00125,10750000,1000000,1697.54,0,2687500,34641.875453,142.9792410000009,874.2527875077977
44,train,250000,277,12995.84115523465,332,46668,0.0025,11000000,1000000,1628.32,55.008680635412638,2750000,35312.192909000005,670.3159930000038,372.9584294731255
44,test,125000,102,11851.019607843142,2304,28032,0.00125,11000000,1000000,1629.09,0,2750000,35455.527626,143.27113900000404,872.4716008574237
45,train,250000,250,12839.904000000002,864,34872,0.0025,11250000,1000000,1945.36,54.804606698841923,2812500,36126.235652,670.7065890000013,372.74123156109255
45,test,125000,48,14919.833333333336,896,55052,0.00125,11250000,1000000,1922.98,0,2812500,36269.363152000005,143.06416800000443,873.7338059380189
46,train,250000,221,15748.687782805428,1320,56976,0.0025,11500000,1000000,1737.89,50.015140965731682,2875000,36940.0633,670.698725000002,372.7456019839597
46,test,125000,71,14283.267605633804,1428,36264,0.00125,11500000,1000000,1754.41,0,2875000,37083.469052,143.342813999996,872.0353431878593
47,train,250000,221,15506.171945701359,1140,36140,0.0025,11750000,1000000,1738.77,46.590835324041862,2937500,37753.804560000004,670.334103000001,372.9483534869471
47,test,125000,49,11948.734693877552,1316,32268,0.00125,11750000,1000000,1747.94,0,2937500,37895.924924,142.0570549999975,879.928138732724
48,train,250000,245,14317.289795918363,1428,51028,0.0025,12000000,1000000,1686.71,45.514981899885363,3000000,38565.75312,669.8267980000019,373.23081242264556
48,test,125000,69,14316.869565217392,1744,36264,0.00125,12000000,1000000,1678.71,0,3000000,38708.799359000004,142.98350600000413,874.2267097576723
49,train,250000,280,13222.871428571436,668,47204,0.0025,12250000,1000000,1972.53,45.745135455984858,3062500,39380.378286,671.5775179999982,372.25784559393287
49,test,125000,113,15921.628318584071,1528,36152,0.00125,12250000,1000000,1973.42,0,3062500,39523.816165000004,143.37473899999895,871.8411686175828
50,train,250000,250,14181.456000000002,716,35600,0.0025,12500000,1000000,1876.67,52.473041281073399,3125000,40195.935961,672.1184209999992,371.9582623967396
50,test,125000,71,17056.957746478878,3004,37184,0.00125,12500000,1000000,1901.14,0,3125000,40339.437231,143.43812500000058,871.4558977956488
51,train,250000,245,14381.159183673464,340,36744,0.0025,12750000,1000000,1649.76,53.217322397752966,3187500,41010.902882,671.4642569999996,372.3206371653527
51,test,125000,57,15256.070175438595,3436,35112,0.00125,12750000,1000000,1643.77,0,3187500,41153.813244000004,142.8472630000033,875.0605183103656
52,train,250000,258,14147.87596899225,904,36200,0.0025,13000000,1000000,1824.98,52.067642918057039,3250000,41826.940368,673.1257100000003,371.40165096353235
52,test,125000,59,12374.372881355936,1308,28296,0.00125,13000000,1000000,1880.98,0,3250000,41970.395525,143.39067000000068,871.7443052605822
53,train,250000,225,14484.94222222222,120,35892,0.0025,13250000,1000000,1968.39,45.241762850393407,3312500,42641.236172000004,670.8392280000044,372.66753279371187
53,test,125000,51,13071.764705882351,3120,35392,0.00125,13250000,1000000,1949.32,0,3312500,42784.30706,143.0074009999953,874.0806358686576
54,train,250000,256,14224.812500000002,1424,35388,0.0025,13500000,1000000,1807.26,45.212471635438405,3375000,43454.908172,670.5996599999999,372.80066619777296
54,test,125000,53,13450.339622641508,3080,27168,0.00125,13500000,1000000,1894.99,0,3375000,43597.396972,142.425814000002,877.649890068371
55,train,250000,218,14957.211009174303,792,51660,0.0025,13750000,1000000,1792.39,44.30448183018958,3437500,44267.521744000005,670.1233160000047,373.06566423066863
55,test,125000,60,14539.266666666672,2484,34456,0.00125,13750000,1000000,1772.62,0,3437500,44410.065887000004,142.48136499999964,877.3077096783871
56,train,250000,199,14617.849246231157,1060,47428,0.0025,14000000,1000000,1733.07,41.029916047706052,3500000,45080.799713,670.7324149999986,372.72687946653144
56,test,125000,35,15166.057142857146,1180,46544,0.00125,14000000,1000000,1658.42,0,3500000,45223.650890000004,142.78806199999963,875.4233249555577
57,train,250000,209,14970.277511961727,1300,36312,0.0025,14250000,1000000,1745.57,35.540480643578164,3562500,45894.353586000005,670.7012410000025,372.7442037042527
57,test,125000,49,13960.73469387755,1452,36516,0.00125,14250000,1000000,1745.59,0,3562500,46037.06068,142.64279800000077,876.3148350469073
58,train,250000,182,15649.912087912084,744,36436,0.0025,14500000,1000000,1781.53,35.231030743685807,3625000,46707.379830000005,670.3177420000065,372.9574563461242
58,test,125000,71,16035.774647887321,1384,34908,0.00125,14500000,1000000,1816.07,0,3625000,46850.507338,143.06464799999958,873.7308744505517
59,train,250000,218,15319.724770642197,1432,54400,0.0025,14750000,1000000,1667.56,38.264837828441756,3687500,47520.32463,669.8158800000019,373.2368960855322
59,test,125000,68,13422.529411764706,1424,31020,0.00125,14750000,1000000,1660.43,0,3687500,47662.779861,142.39190699999745,877.8588799994247
60,train,250000,229,15791.965065502192,392,51076,0.0025,15000000,1000000,1891.08,37.136561330752883,3750000,48332.942176000004,670.1609030000036,373.0447402718727
60,test,125000,65,14923.630769230775,740,45028,0.00125,15000000,1000000,1858.16,0,3750000,48479.248333,146.242843,854.7426830316749
61,train,250000,209,16588.0,824,38432,0.0025,15250000,1000000,1913.56,41.018667058826601,3812500,49160.025982,680.7762210000001,367.2278676725402
61,test,125000,44,17647.27272727273,5616,37732,0.00125,15250000,1000000,1939.32,0,3812500,49302.747028000005,142.6581140000053,876.2207525047987
62,train,250000,188,15108.361702127664,1620,36284,0.0025,15500000,1000000,1916.68,36.660547310183489,3875000,49975.136389,672.3879449999949,371.8091644251621
62,test,125000,54,14710.666666666668,1748,36136,0.00125,15500000,1000000,1890.22,0,3875000,50120.013401000004,144.81391100000474,863.1767427370697
63,train,250000,212,16648.867924528313,1372,58420,0.0025,15750000,1000000,2294.98,35.597226182599769,3937500,50810.897343000004,690.8825390000056,361.85601153251605
63,test,125000,64,15430.812499999998,2808,32256,0.00125,15750000,1000000,2297.55,0,3937500,50954.407828,143.38807000000088,871.7601122603801
64,train,250000,200,16820.41999999999,1020,36912,0.0025,16000000,1000000,2289.53,37.215351374338653,4000000,51624.291829,669.8826170000029,373.1997123908037
64,test,125000,39,12185.230769230768,3300,35076,0.00125,16000000,1000000,2237.64,0,4000000,51766.275882,141.8458660000033,881.2382307990357
65,train,250000,157,16488.382165605086,920,50532,0.0025,16250000,1000000,1807.26,34.390757647855416,4062500,52434.072606,667.7953370000032,374.3661959712049
65,test,125000,56,17300.142857142855,5584,33820,0.00125,16250000,1000000,1834.93,0,4062500,52577.294933000005,143.08105400000204,873.6306904756112
66,train,250000,184,17914.434782608692,1392,50864,0.0025,16500000,1000000,2306.51,31.906406142176465,4125000,53248.463553,671.1672219999964,372.4854131806832
66,test,125000,57,17511.228070175443,1756,37784,0.00125,16500000,1000000,2333.68,0,4125000,53391.89822,143.29724200000055,872.3126715865161
67,train,250000,213,17457.427230046942,1772,39048,0.0025,16750000,1000000,1987.0,32.151369407947968,4187500,54063.167555,671.2679439999993,372.42952271827875
67,test,125000,69,18892.579710144924,1724,37556,0.00125,16750000,1000000,1964.77,0,4187500,54206.365572,143.06095500000083,873.7534290890151
68,train,250000,206,17640.77669902912,2868,41460,0.0025,17000000,1000000,1955.73,34.687928757288987,4250000,54875.996533000005,669.6295490000048,373.34075291829487
68,test,125000,61,19155.475409836068,1380,60648,0.00125,17000000,1000000,1961.53,0,4250000,55018.650468,142.5185500000007,877.0788083375771
69,train,250000,189,17719.195767195757,1348,52236,0.0025,17250000,1000000,1935.38,36.380438072713218,4312500,55687.286038,668.634146999997,373.89654884018523
69,test,125000,60,18147.666666666668,1476,50296,0.00125,17250000,1000000,1973.75,0,4312500,55829.781066,142.36356199999864,878.0336642602493
70,train,250000,195,17421.620512820515,1152,42836,0.0025,17500000,1000000,1781.97,37.40416596993488,4375000,56497.713261000004,667.930769000006,374.2902881600859
70,test,125000,35,19181.714285714286,5816,36200,0.00125,17500000,1000000,1760.13,0,4375000,56640.396255,142.54706699999952,876.9033458962746
71,train,250000,178,17715.887640449448,1596,58820,0.0025,17750000,1000000,2272.38,34.141414563466526,4437500,57309.159059000005,668.7613840000049,373.82541214430853
71,test,125000,47,17454.127659574464,2564,36544,0.00125,17750000,1000000,2209.13,0,4437500,57451.133109,141.84591999999975,881.2378953162715
72,train,250000,206,18355.864077669903,2292,60204,0.0025,18000000,1000000,2081.45,31.007464852082627,4500000,58119.947272000005,668.8127450000029,373.7967044871415
72,test,125000,81,20218.567901234564,1408,50332,0.00125,18000000,1000000,2105.19,0,4500000,58263.083583,143.00690100000065,874.083691947142
73,train,250000,214,18971.25233644858,1760,59932,0.0025,18250000,1000000,1995.0,35.459741519740128,4562500,58932.405908,669.3208909999958,373.51291938084984
73,test,125000,128,11991.499999999996,672,29612,0.00125,18250000,1000000,2091.18,0,4562500,59074.766780000005,142.23379000000568,878.8347691501085
74,train,250000,185,18743.32972972973,748,55552,0.0025,18500000,1000000,2127.17,37.129354665622841,4625000,59744.759863,669.991645999995,373.1389809000721
74,test,125000,61,17794.163934426226,1036,36152,0.00125,18500000,1000000,2114.03,0,4625000,59887.984082,143.08063000000402,873.6332793614097
75,train,250000,181,18971.24861878452,1172,51528,0.0025,18750000,1000000,1930.84,36.655044197306182,4687500,60558.666521,670.6810259999984,372.7554385890747
75,test,125000,68,18658.41176470587,3476,47456,0.00125,18750000,1000000,1844.75,0,4687500,60701.746334,142.94623000000138,874.454681316176
76,train,250000,213,16633.615023474173,1336,39340,0.0025,19000000,1000000,2018.18,34.951396952049585,4750000,61372.457369,670.7096250000031,372.7395443296327
76,test,125000,107,15096.07476635514,1004,40728,0.00125,19000000,1000000,1969.56,0,4750000,61515.457618,142.86803900000086,874.9332662149807
77,train,250000,205,18070.59512195122,2372,50228,0.0025,19250000,1000000,1992.42,37.505247670589746,4812500,62195.238002000006,679.7789910000065,367.7665878320703
77,test,125000,78,17413.79487179487,972,34584,0.00125,19250000,1000000,2021.12,0,4812500,62339.975339000004,144.5832389999996,864.553878198844
78,train,250000,186,18206.94623655914,68,51968,0.0025,19500000,1000000,2032.0,36.66982255555147,4875000,63019.484995,679.5082809999949,367.9131027396587
78,test,125000,74,23274.59459459459,2404,75596,0.00125,19500000,1000000,2023.22,0,4875000,63165.034769000005,145.41108900000108,859.6318262907657
79,train,250000,219,17964.456621004545,144,55668,0.0025,19750000,1000000,2157.6,34.798329523312333,4937500,63844.617791000004,679.5816290000002,367.87339346985186
79,test,125000,58,21561.517241379315,1440,59712,0.00125,19750000,1000000,2166.09,0,4937500,63989.378318,144.62352100000135,864.3130739431992
80,train,250000,204,16992.392156862737,8,56604,0.0025,20000000,1000000,2217.81,35.917240084453844,5000000,64667.152158000004,677.7724390000003,368.85536444777136
80,test,125000,63,19653.777777777785,2388,37956,0.00125,20000000,1000000,2233.27,0,5000000,64811.701642,144.40427899999486,865.6253184852261
81,train,250000,189,17919.02645502646,1452,60432,0.0025,20250000,1000000,1970.91,34.122826721943923,5062500,65489.216481,677.5134210000033,368.9963803683806
81,test,125000,52,19946.769230769234,2648,36360,0.00125,20250000,1000000,1972.42,0,5062500,65634.274355,144.92885800000658,862.4921338992012
82,train,250000,162,18080.493827160502,1072,54664,0.0025,20500000,1000000,2181.38,30.473850052668965,5125000,66312.27185199999,677.9960679999931,368.7337018597614
82,test,125000,54,20795.185185185182,5004,50580,0.00125,20500000,1000000,2186.2,0,5125000,66456.554701,144.14528200001223,867.1806545842367
83,train,250000,186,19262.086021505365,1508,53868,0.0025,20750000,1000000,2183.29,28.848994100850462,5187500,67134.146235,677.5901169999997,368.95461389971854
83,test,125000,45,22732.17777777778,1760,47624,0.00125,20750000,1000000,2189.54,0,5187500,67278.245671,143.95103900000686,868.3508008580199
84,train,250000,199,16605.708542713564,1484,36632,0.0025,21000000,1000000,1783.94,30.224187516869481,5250000,67955.151126,676.9040649999952,369.3285547044274
84,test,125000,64,16506.8125,1376,34372,0.00125,21000000,1000000,1907.57,0,5250000,68099.957136,143.84375600000203,868.9984430050495
85,train,250000,195,15184.471794871795,1516,52616,0.0025,21250000,1000000,1893.9,30.396259958279959,5312500,68776.69537599999,676.7368359999964,369.4198197894481
85,test,125000,31,20346.709677419356,2464,36312,0.00125,21250000,1000000,1916.02,0,5312500,68920.824863,143.96426400000928,868.271031483146
86,train,250000,203,16952.8078817734,1752,54720,0.0025,21500000,1000000,1903.04,27.52225201587553,5375000,69598.617239,677.7909639999998,368.8452831011776
86,test,125000,51,19313.333333333332,6740,36500,0.00125,21500000,1000000,1909.79,0,5375000,69742.83009399999,144.06355500000063,867.672604636193
87,train,250000,215,17801.1534883721,1456,54956,0.0025,21750000,1000000,1899.07,27.737339649931133,5437500,70419.247339,676.4158139999927,369.59514373506755
87,test,125000,96,17224.499999999993,3088,35484,0.00125,21750000,1000000,1876.86,0,5437500,70564.167665,144.78764800001227,863.3333141787717
88,train,250000,208,16706.615384615383,1324,46016,0.0025,22000000,1000000,2051.31,30.068968580188773,5500000,71239.978309,675.8092330000072,369.926878462753
88,test,125000,78,18070.61538461539,2132,49928,0.00125,22000000,1000000,2080.69,0,5500000,71384.31709099999,144.20285200000217,866.8344506806156
89,train,250000,220,16337.58181818182,736,50040,0.0025,22250000,1000000,2004.67,30.039460883026035,5562500,72058.74150599999,674.4230030000035,370.68723766528865
89,test,125000,59,21153.22033898305,3140,46064,0.00125,22250000,1000000,1999.84,0,5562500,72203.087516,144.19854599999962,866.860335748464
90,train,250000,223,18490.206278026904,1404,67528,0.0025,22500000,1000000,2176.78,30.344174897772753,5625000,72879.851902,676.7629900000029,369.4055432907153
90,test,125000,79,15343.493670886077,1720,36280,0.00125,22500000,1000000,2186.38,0,5625000,73024.539381,144.5361339999945,864.8356403389395
91,train,250000,173,17125.849710982657,1724,50224,0.0025,22750000,1000000,1967.31,29.477521286652692,5687500,73700.671416,676.130633000008,369.75103300784343
91,test,125000,54,16901.111111111113,4284,36532,0.00125,22750000,1000000,1989.97,0,5687500,73845.26842699999,144.4024539999955,865.636258508487
92,train,250000,201,17084.835820895525,220,60328,0.0025,23000000,1000000,2211.8,28.163100067705056,5750000,74520.708927,675.4390330000024,370.1296309299897
92,test,125000,96,12499.916666666668,1344,32220,0.00125,23000000,1000000,2144.86,0,5750000,74665.754172,144.8751110000012,862.8121085615525
93,train,250000,187,18525.561497326198,2484,49656,0.0025,23250000,1000000,2123.1,26.980618299893742,5812500,75344.734661,678.9790899999934,368.19985133857716
93,test,125000,49,17743.591836734693,4216,56644,0.00125,23250000,1000000,2186.32,0,5812500,75489.04454999999,143.92641000000003,868.4993949338414
94,train,250000,212,16733.999999999993,152,50752,0.0025,23500000,1000000,2230.41,26.102887249436353,5875000,76169.520788,680.4748339999933,367.39051542941036
94,test,125000,64,19545.5,604,50816,0.00125,23500000,1000000,2240.54,0,5875000,76315.621239,144.53647800000908,864.8335820109864
95,train,250000,177,18891.728813559315,1072,52304,0.0025,23750000,1000000,1955.92,27.223122070264903,5937500,76994.60044,678.9777920000051,368.20055522522614
95,test,125000,78,18800.153846153844,1308,59672,0.00125,23750000,1000000,1989.38,0,5937500,77139.234168,144.32616399999824,866.0938289747763
96,train,250000,221,18186.606334841632,1164,50016,0.0025,24000000,1000000,2011.78,29.464070769468371,6000000,77817.716583,678.481025000001,368.47014255114897
