epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
0,random,50000,374,1057.3262032085563,148,3380,1,0,56728,1.16125e-06,0,0,3.6447149999999997,3.6446489999999994,13718.742188891169
1,train,250000,1829,1082.237288135595,136,3232,0.7506259975,250000,339391,3.55743,0.15830581105065242,62500,345.148877,341.468134,732.1327383362806
1,test,125000,3,1198.6666666666667,452,1884,0.00125,250000,464461,3.5243,0,62500,448.74509700000004,103.56785200000002,1206.9382302145261
2,train,250000,1690,1232.350295857987,204,4192,0.5012509975,500000,744944,7.54487,0.12068417971727284,125000,833.0557160000001,384.30947900000007,650.5173920001072
2,test,125000,7,2360.0,596,4512,0.00125,500000,870082,7.53976,0,125000,935.828107,102.74381100000005,1216.6182934366718
3,train,250000,1402,1721.4094151212564,256,5496,0.2518759974999999,750000,1000000,13.7335,0.1599605502727936,187500,1366.663084,430.83383600000013,580.2701160175357
3,test,125000,64,2637.5,784,5496,0.00125,750000,1000000,13.7623,0,187500,1469.993726,103.30226599999992,1210.041220199372
4,train,250000,1075,2582.2772093023273,200,10752,0.0025009974999999907,1000000,1000000,17.3239,0.19536125471933108,250000,1947.890254,477.89536799999996,523.1270624075185
4,test,125000,115,4136.139130434782,872,12608,0.00125,1000000,1000000,17.3722,0,250000,2051.559458,103.64012500000013,1206.0965769773034
5,train,250000,812,3821.950738916256,696,13008,0.0025,1250000,1000000,25.7802,0.24195057154400498,312500,2555.334397,503.77376300000014,496.2545062117495
5,test,125000,350,3250.079999999998,868,7148,0.00125,1250000,1000000,26.082,0,312500,2662.527055,107.16347499999983,1166.4422043051534
6,train,250000,753,3721.4023904382493,656,13328,0.0025,1500000,1000000,32.1396,0.30509776664443677,375000,3170.520308,507.9920739999998,492.1336626996273
6,test,125000,101,3734.930693069307,376,12184,0.00125,1500000,1000000,32.3251,0,375000,3276.6277720000003,106.07972800000016,1178.3589792010007
7,train,250000,773,3738.9547218628754,612,12376,0.0025,1750000,1000000,32.5174,0.31089594203305987,437500,3786.412623,509.7836550000002,490.4041107398783
7,test,125000,56,3292.2857142857147,608,7116,0.00125,1750000,1000000,32.3866,0,437500,3893.094343,106.65299899999991,1172.0251767135035
8,train,250000,587,3905.9420783645633,616,11620,0.0025,2000000,1000000,36.8637,0.28196262491294821,500000,4404.734181,511.63868200000024,488.62607303800354
8,test,125000,113,3886.619469026548,1324,7464,0.00125,2000000,1000000,36.4304,0,500000,4511.628374,106.86706200000026,1169.677519533565
9,train,250000,463,3959.5766738660905,628,11904,0.0025,2250000,1000000,37.8378,0.24251297078384881,562500,5016.875375,505.24521600000026,494.80923734268447
9,test,125000,28,3473.428571428571,876,7432,0.00125,2250000,1000000,37.6384,0,562500,5120.129532,103.2257840000002,1210.937763378961
10,train,250000,419,4279.599045346062,832,13768,0.0025,2500000,1000000,38.4398,0.21059682211070946,625000,5620.219435,500.08878000000004,499.91123576097823
10,test,125000,142,3318.0000000000005,568,9720,0.00125,2500000,1000000,38.3086,0,625000,5723.641568999999,103.39339500000006,1208.9747125529627
11,train,250000,695,3937.974100719422,488,14380,0.0025,2750000,1000000,41.4241,0.22115360894845612,687500,6225.049677,501.4069610000006,498.59698696923294
11,test,125000,18,6316.2222222222235,1304,13736,0.00125,2750000,1000000,41.7596,0,687500,6328.977241,103.9005189999998,1203.0738749245347
12,train,250000,608,4849.348684210531,760,15204,0.0025,3000000,1000000,44.3052,0.24385611071517158,750000,6829.661966,500.683575,499.31735827363616
12,test,125000,193,5612.124352331608,804,14600,0.00125,3000000,1000000,44.4981,0,750000,6933.985091,104.29510699999992,1198.522189540494
13,train,250000,574,5160.648083623692,340,16296,0.0025,3250000,1000000,51.2122,0.30238740720584795,812500,7434.773593999999,500.78736799999933,499.21386994729534
13,test,125000,205,5948.585365853662,1088,23392,0.00125,3250000,1000000,51.9146,0,812500,7539.4024,104.60169300000052,1195.0093389023768
14,train,250000,630,4929.980952380949,596,13688,0.0025,3500000,1000000,57.179,0.35099961597367885,875000,8040.634281,501.2307490000003,498.772273047438
14,test,125000,254,5487.118110236222,1044,15468,0.00125,3500000,1000000,56.8462,0,875000,8145.289747999999,104.62834799999928,1194.70489967022
15,train,250000,319,4707.924764890284,860,12868,0.0025,3750000,1000000,58.2491,0.3740298377103709,937500,8645.479365,500.18848999999955,499.8115810301837
15,test,125000,58,5768.275862068964,968,14376,0.00125,3750000,1000000,58.5075,0,937500,8749.293384999999,103.78598999999849,1204.4014803925058
16,train,250000,280,4914.8,1196,16252,0.0025,4000000,1000000,57.4302,0.27765463050755745,1000000,9249.318666,500.024093,499.9759081608894
16,test,125000,36,5752.888888888889,1068,12928,0.00125,4000000,1000000,57.7499,0,1000000,9352.654752999999,103.3077659999999,1209.9767988400806
17,train,250000,303,5370.77227722772,596,15320,0.0025,4250000,1000000,56.762,0.1840092005747834,1062500,9852.762384,500.1064810000007,499.89354167157785
17,test,125000,84,7780.619047619049,1348,16836,0.00125,4250000,1000000,57.0662,0,1062500,9956.531969,103.74113799999941,1204.9221977881207
18,train,250000,481,5570.320166320169,28,22576,0.0025,4500000,1000000,56.1481,0.17381300671837552,1125000,10456.994125,500.4610190000003,499.5394056854603
18,test,125000,81,8305.580246913582,2840,17152,0.00125,4500000,1000000,54.988,0,1125000,10560.518151,103.49558400000024,1207.7810005883896
19,train,250000,538,5500.773234200746,756,15460,0.0025,4750000,1000000,58.9643,0.20545161204245782,1187500,11061.152821,500.63352400000076,499.3672776895373
19,test,125000,156,6348.333333333336,1352,15632,0.00125,4750000,1000000,58.4604,0,1187500,11165.462687,104.28132199999891,1198.6806227869006
20,train,250000,596,4835.080536912751,380,16084,0.0025,5000000,1000000,69.5379,0.27860330597852412,1250000,11666.47612,501.0122900000006,498.9897553211713
20,test,125000,90,6699.866666666667,1532,14920,0.00125,5000000,1000000,69.7208,0,1250000,11770.513711,104.00970299999972,1201.8109502725947
21,train,250000,410,4979.853658536581,576,14836,0.0025,5250000,1000000,64.0751,0.2822216204525671,1312500,12270.256206,499.74139000000105,500.2587438274814
21,test,125000,101,5653.425742574259,772,13360,0.00125,5250000,1000000,63.4103,0,1312500,12374.676038,104.39274400000068,1197.4012293421388
22,train,250000,388,5268.742268041237,436,16544,0.0025,5500000,1000000,61.9782,0.25515595801690905,1375000,12877.674052,502.9968950000002,497.02096073575143
22,test,125000,73,4706.301369863016,1296,10772,0.00125,5500000,1000000,61.9498,0,1375000,12982.207799,104.5062369999996,1196.1008604682654
23,train,250000,578,4690.567474048453,812,15652,0.0025,5750000,1000000,62.1817,0.21239009964063715,1437500,13485.804825,503.59592599999996,496.4297507045361
23,test,125000,63,2663.4285714285716,1048,6076,0.00125,5750000,1000000,61.7899,0,1437500,13590.196707,104.36327399999936,1197.7393503389014
24,train,250000,442,5487.429864253394,656,16536,0.0025,6000000,1000000,70.7509,0.21863201349965494,1500000,14093.568892,503.371083,496.65149318877343
24,test,125000,51,5434.196078431373,1624,15156,0.00125,6000000,1000000,70.541,0,1500000,14198.223573,104.62730899999951,1194.7167636701865
25,train,250000,379,6213.89973614776,1300,26276,0.0025,6250000,1000000,62.2398,0.19558539754044113,1562500,14701.326766,503.1020690000005,496.9170579976282
25,test,125000,112,5537.678571428573,1240,12172,0.00125,6250000,1000000,62.0186,0,1562500,14806.06101,104.70625999999902,1193.815918933607
26,train,250000,384,6501.489583333324,1020,24252,0.0025,6500000,1000000,65.5007,0.18960217262809873,1625000,15309.106219,503.0441030000002,496.97431797545573
26,test,125000,167,3912.023952095807,876,7420,0.00125,6500000,1000000,65.8637,0,1625000,15413.453773,104.32031800000004,1198.2325437313175
27,train,250000,486,6181.19341563786,704,16916,0.0025,6750000,1000000,66.4076,0.20778505686105453,1687500,15916.883419,503.4285459999992,496.5948037440062
27,test,125000,172,7296.209302325582,1308,17280,0.00125,6750000,1000000,65.7508,0,1687500,16021.370369,104.45954700000038,1196.6354784211303
