epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
20,test,125000,124,9047.741935483875,780,22556,0.00125,5000000,1000000,1204.03,0,1250000,11944.624094,106.01980100000037,1179.0250389170185
21,train,250000,379,9400.844327176788,896,28140,0.0025,5250000,1000000,1291.27,96.520414114683476,1312500,12453.222338,508.59712799999943,491.5481945073042
21,test,125000,115,11195.408695652179,1704,33100,0.00125,5250000,1000000,1283.01,0,1312500,12559.482307,106.22737199999938,1176.7211938557675
22,train,250000,383,8655.143603133152,816,26916,0.0025,5500000,1000000,1443.81,109.41184531154357,1375000,13066.59496,507.11156200000005,492.98816815381537
22,test,125000,146,9333.479452054797,1320,32664,0.00125,5500000,1000000,1424.85,0,1375000,13172.704124,106.07626299999902,1178.3974705066785
23,train,250000,352,9532.318181818177,1304,34712,0.0025,5750000,1000000,1428.76,109.80968242637688,1437500,13679.701965,506.99670999999944,493.0998467425958
23,test,125000,40,9530.3,1932,16692,0.00125,5750000,1000000,1423.54,0,1437500,13785.569547,105.83491299999878,1181.0847333526078
24,train,250000,300,10668.666666666653,1804,27412,0.0025,6000000,1000000,1318.04,94.322843120133257,1500000,14290.556462,504.98581900000136,495.06340691915415
24,test,125000,87,10087.770114942527,2708,30552,0.00125,6000000,1000000,1316.1,0,1500000,14395.860729,105.27160700000059,1187.4046911813487
25,train,250000,289,10495.820069204154,296,35516,0.0025,6250000,1000000,1492.65,83.029577343781796,1562500,14901.010796,505.1489520000014,494.90353094902457
25,test,125000,79,11689.822784810136,2488,30172,0.00125,6250000,1000000,1479.68,0,1562500,15006.048522,105.00538499999857,1190.415139185497
26,train,250000,258,11732.294573643409,1012,35792,0.0025,6500000,1000000,1467.87,73.168104387279513,1625000,15510.358244,504.3086309999999,495.7281803888065
26,test,125000,107,8512.672897196258,1744,23568,0.00125,6500000,1000000,1473.1,0,1625000,15615.227716,104.83684499999981,1192.3288992529317
27,train,250000,274,11156.788321167875,1444,30856,0.0025,6750000,1000000,1371.58,71.998047301789228,1687500,16121.392416,506.1635900000001,493.91146447337303
27,test,125000,79,13582.227848101264,1236,31200,0.00125,6750000,1000000,1401.81,0,1687500,16227.220356,105.79464600000028,1181.534271592531
